Musical,Song,Text
Merrily We Roll Along,First Transition,Tend your dream—
Merrily We Roll Along,First Transition,How does it happen?
Merrily We Roll Along,First Transition,Dreams take time—
Merrily We Roll Along,First Transition,Once it was all so clear
Merrily We Roll Along,First Transition,Time goes by—
Merrily We Roll Along,First Transition,How can you get so far off the track?
Merrily We Roll Along,First Transition,Why don't you turn around and go back?
Merrily We Roll Along,First Transition,Bend your dream—
Merrily We Roll Along,First Transition,How doеs it happen?
Merrily We Roll Along,First Transition,Where is thе moment?
Merrily We Roll Along,First Transition,With the road—
Merrily We Roll Along,First Transition,When did the road behind disappear?
Merrily We Roll Along,First Transition,Where did you let things slip out of gear?
Merrily We Roll Along,First Transition,How did you ever get to be here?
Merrily We Roll Along,First Transition,1975...
Merrily We Roll Along,First Transition,1974...
Merrily We Roll Along,First Transition,Nineteen seventy-
Merrily We Roll Along,First Transition,Three
Merrily We Roll Along,Old Friends - Like It Was,"Hey, old friend"
Merrily We Roll Along,Old Friends - Like It Was,"What do you say, old friend?"
Merrily We Roll Along,Old Friends - Like It Was,"Make it okay, old friend"
Merrily We Roll Along,Old Friends - Like It Was,Give the old friendship a break
Merrily We Roll Along,Old Friends - Like It Was,Why so grim?
Merrily We Roll Along,Old Friends - Like It Was,We're going on forever
Merrily We Roll Along,Old Friends - Like It Was,"You, me, him"
Merrily We Roll Along,Old Friends - Like It Was,Too many lives are at stake
Merrily We Roll Along,Old Friends - Like It Was,Friends this long
Merrily We Roll Along,Old Friends - Like It Was,Has to mean something's strong
Merrily We Roll Along,Old Friends - Like It Was,So if our old friend's wrong
Merrily We Roll Along,Old Friends - Like It Was,Shouldn't an old friend come through?
Merrily We Roll Along,Old Friends - Like It Was,"It's us, old friend"
Merrily We Roll Along,Old Friends - Like It Was,"What's to discuss, old friend?"
Merrily We Roll Along,Old Friends - Like It Was,Here's to us
Merrily We Roll Along,Old Friends - Like It Was,Who's like us?
Merrily We Roll Along,Old Friends - Like It Was,Damn few
Merrily We Roll Along,Old Friends - Like It Was,Charley
Merrily We Roll Along,Old Friends - Like It Was,Why can't it be like it was?
Merrily We Roll Along,Old Friends - Like It Was,I liked it the way that it was
Merrily We Roll Along,Old Friends - Like It Was,Charley
Merrily We Roll Along,Old Friends - Like It Was,"You and me, we were nicer then"
Merrily We Roll Along,Old Friends - Like It Was,We were nice
Merrily We Roll Along,Old Friends - Like It Was,Kids and cities and trees were nice
Merrily We Roll Along,Old Friends - Like It Was,Everything
Merrily We Roll Along,Old Friends - Like It Was,I don't know who we are anymore
Merrily We Roll Along,Old Friends - Like It Was,And I'm starting not to care
Merrily We Roll Along,Old Friends - Like It Was,"Look at us, Charley"
Merrily We Roll Along,Old Friends - Like It Was,Nothing's the way that it was
Merrily We Roll Along,Old Friends - Like It Was,I want it the way that it was
Merrily We Roll Along,Old Friends - Like It Was,Help me stop remembering then
Merrily We Roll Along,Old Friends - Like It Was,Don't you remember?
Merrily We Roll Along,Old Friends - Like It Was,"It was good, it was really good"
Merrily We Roll Along,Old Friends - Like It Was,"Help me out, Charley"
Merrily We Roll Along,Old Friends - Like It Was,Make it like it was
Merrily We Roll Along,Old Friends - Like It Was,Come on
Merrily We Roll Along,Old Friends - Like It Was,"We both know it was better, Charley"
Merrily We Roll Along,Old Friends - Like It Was,"You know, the three of us"
Merrily We Roll Along,Old Friends - Like It Was,And you come on
Merrily We Roll Along,Old Friends - Like It Was,"Mary, we are not the three of us any more"
Merrily We Roll Along,Old Friends - Like It Was,Now we are one and one and one
Merrily We Roll Along,Old Friends - Like It Was,Charley
Merrily We Roll Along,Old Friends - Like It Was,Nothing's the way that it was
Merrily We Roll Along,Old Friends - Like It Was,I want it the way that it was
Merrily We Roll Along,Old Friends - Like It Was,"God knows, things were easier then"
Merrily We Roll Along,Old Friends - Like It Was,"Trouble is, Charley"
Merrily We Roll Along,Old Friends - Like It Was,That's what everyone does
Merrily We Roll Along,Old Friends - Like It Was,Blames the way it is
Merrily We Roll Along,Old Friends - Like It Was,On the way it was
Merrily We Roll Along,Old Friends - Like It Was,On the way it never ever was
Merrily We Roll Along,Old Friends - Like It Was,"Jesus, Mary"
Merrily We Roll Along,Old Friends - Like It Was,After all these years you're still in love with the guy?
Merrily We Roll Along,Old Friends - Like It Was,"You gotta help save me then, Charley"
Merrily We Roll Along,"Franklin Shepard, Inc.",Now how do you two work together?
Merrily We Roll Along,"Franklin Shepard, Inc.","Oh, may I answer that?"
Merrily We Roll Along,"Franklin Shepard, Inc.",How do we work together?
Merrily We Roll Along,"Franklin Shepard, Inc.",Sure
Merrily We Roll Along,"Franklin Shepard, Inc.",He goes—
Merrily We Roll Along,"Franklin Shepard, Inc.",And I go—
Merrily We Roll Along,"Franklin Shepard, Inc.",And soon we're humming along—
Merrily We Roll Along,"Franklin Shepard, Inc.",Hmm-hmm-hmm
Merrily We Roll Along,"Franklin Shepard, Inc.",And that’s called writing a song—
Merrily We Roll Along,"Franklin Shepard, Inc.",Hmm-hmm-hmm
Merrily We Roll Along,"Franklin Shepard, Inc.",Then he goes—
Merrily We Roll Along,"Franklin Shepard, Inc.",And I go—
Merrily We Roll Along,"Franklin Shepard, Inc.",And the phone goes drrrring!
Merrily We Roll Along,"Franklin Shepard, Inc.",And he goes—
Merrily We Roll Along,"Franklin Shepard, Inc.","""Mutter mutter mutter mutter, yes Jerome"
Merrily We Roll Along,"Franklin Shepard, Inc.","Mutter, no Jerome"
Merrily We Roll Along,"Franklin Shepard, Inc.","Mutter mutter mutter mutter"""
Merrily We Roll Along,"Franklin Shepard, Inc.","—That's his lawyer, Jerome—"
Merrily We Roll Along,"Franklin Shepard, Inc.","""Mutter mutter mutter mutter mutter, do it Jеrome"""
Merrily We Roll Along,"Franklin Shepard, Inc.",Click
Merrily We Roll Along,"Franklin Shepard, Inc.","""Sorry, Charley…"""
Merrily We Roll Along,"Franklin Shepard, Inc.",So I go—
Merrily We Roll Along,"Franklin Shepard, Inc.",And he goеs—
Merrily We Roll Along,"Franklin Shepard, Inc.",And I go—
Merrily We Roll Along,"Franklin Shepard, Inc.",And soon we're tapping away—
Merrily We Roll Along,"Franklin Shepard, Inc.",Hmm-hmm-hmm
Merrily We Roll Along,"Franklin Shepard, Inc.",Bzzz!
Merrily We Roll Along,"Franklin Shepard, Inc.","""Sorry, Charley…"""
Merrily We Roll Along,"Franklin Shepard, Inc.",Bzzz!
Merrily We Roll Along,"Franklin Shepard, Inc.",—It’s the secretary—
Merrily We Roll Along,"Franklin Shepard, Inc.",Bzzz!
Merrily We Roll Along,"Franklin Shepard, Inc.",—On the intercom—
Merrily We Roll Along,"Franklin Shepard, Inc.","""Yes, Miss Bzzz?"""
Merrily We Roll Along,"Franklin Shepard, Inc.","""It's a messenger…"""
Merrily We Roll Along,"Franklin Shepard, Inc.","""Thanks, Miss Bzzz"
Merrily We Roll Along,"Franklin Shepard, Inc.",Will you tell him to wait?
Merrily We Roll Along,"Franklin Shepard, Inc.",Will you order the car?
Merrily We Roll Along,"Franklin Shepard, Inc.",Will you call up the bank?
Merrily We Roll Along,"Franklin Shepard, Inc.",Will you wire the coast?
Merrily We Roll Along,"Franklin Shepard, Inc.","Will you— """
Merrily We Roll Along,"Franklin Shepard, Inc.",Drrrring!
Merrily We Roll Along,"Franklin Shepard, Inc.","""Sorry, Charley—"""
Merrily We Roll Along,"Franklin Shepard, Inc.","""Mutter mutter mutter mutter, sell the stock"
Merrily We Roll Along,"Franklin Shepard, Inc.","Mutter, buy the rights"
Merrily We Roll Along,"Franklin Shepard, Inc.","Mutter mutter mutter mutter mutter"""
Merrily We Roll Along,"Franklin Shepard, Inc.",Bzzz!
Merrily We Roll Along,"Franklin Shepard, Inc.","""Let me put you on hold…"""
Merrily We Roll Along,"Franklin Shepard, Inc.",Bzzz!
Merrily We Roll Along,"Franklin Shepard, Inc.","""Yes, Miss Bzzz"""
Merrily We Roll Along,"Franklin Shepard, Inc.","""It's the interview…"""
Merrily We Roll Along,"Franklin Shepard, Inc.","""Thanks, Miss Bzzz"
Merrily We Roll Along,"Franklin Shepard, Inc.",Will you tell him to wait?
Merrily We Roll Along,"Franklin Shepard, Inc.",Will you wire the car?
Merrily We Roll Along,"Franklin Shepard, Inc.",Will you order the coast?
Merrily We Roll Along,"Franklin Shepard, Inc.","Will you send up the bank?"""
Merrily We Roll Along,"Franklin Shepard, Inc.",And the telephones blink
Merrily We Roll Along,"Franklin Shepard, Inc.",And the stocks get sold
Merrily We Roll Along,"Franklin Shepard, Inc.",And the rest of us he keeps on hold
Merrily We Roll Along,"Franklin Shepard, Inc.",And he's into making movies
Merrily We Roll Along,"Franklin Shepard, Inc.",And he's now a corporation
Merrily We Roll Along,"Franklin Shepard, Inc.",Right
Merrily We Roll Along,"Franklin Shepard, Inc.",So I play at home
Merrily We Roll Along,"Franklin Shepard, Inc.",With my wife and kids
Merrily We Roll Along,"Franklin Shepard, Inc.",And I wait to hear the movie bids
Merrily We Roll Along,"Franklin Shepard, Inc.",And I've got a little sailboat
Merrily We Roll Along,"Franklin Shepard, Inc.",And I'm into meditation
Merrily We Roll Along,"Franklin Shepard, Inc.",Right
Merrily We Roll Along,"Franklin Shepard, Inc.",He flies off to California
Merrily We Roll Along,"Franklin Shepard, Inc.",I discuss him with my shrink
Merrily We Roll Along,"Franklin Shepard, Inc.",That's the story of the way we work
Merrily We Roll Along,"Franklin Shepard, Inc.","Me and Franklin Shepard, Inc."
Merrily We Roll Along,"Franklin Shepard, Inc.","Haha, I am beginning to enjoy this"
Merrily We Roll Along,"Franklin Shepard, Inc.",I promise to be honest if you promise to handle the lawsuit
Merrily We Roll Along,"Franklin Shepard, Inc.","Now Frank, when you do work together, I’ve always been curious"
Merrily We Roll Along,"Franklin Shepard, Inc.",Which generally comes first—the words or the music?
Merrily We Roll Along,"Franklin Shepard, Inc.","Oh, generally, the contract"
Merrily We Roll Along,"Franklin Shepard, Inc.","Oh, that sounds like you think making money is a bad thing for an artist"
Merrily We Roll Along,"Franklin Shepard, Inc.",Money?
Merrily We Roll Along,"Franklin Shepard, Inc.",Did I say money?
Merrily We Roll Along,"Franklin Shepard, Inc.","No, I like money a lot—"
Merrily We Roll Along,"Franklin Shepard, Inc.",Hmm-hmm-hmm
Merrily We Roll Along,"Franklin Shepard, Inc.","I mean, it’s better than not—"
Merrily We Roll Along,"Franklin Shepard, Inc.",Hmm-hmm-hmm
Merrily We Roll Along,"Franklin Shepard, Inc.",But when it's—
Merrily We Roll Along,"Franklin Shepard, Inc.",*Snort*
Merrily We Roll Along,"Franklin Shepard, Inc.",Money…
Merrily We Roll Along,"Franklin Shepard, Inc.","*Snort, snort*"
Merrily We Roll Along,"Franklin Shepard, Inc.",Money…
Merrily We Roll Along,"Franklin Shepard, Inc.",*Snort*
Merrily We Roll Along,"Franklin Shepard, Inc.",When you’re into—
Merrily We Roll Along,"Franklin Shepard, Inc.",*Snort*
Merrily We Roll Along,"Franklin Shepard, Inc.",Money…
Merrily We Roll Along,"Franklin Shepard, Inc.",And you should be—
Merrily We Roll Along,"Franklin Shepard, Inc.","Listen, Frank does the money thing very well, but you know what?"
Merrily We Roll Along,"Franklin Shepard, Inc.",Other people do it better
Merrily We Roll Along,"Franklin Shepard, Inc.",And Frank does the music thing very well
Merrily We Roll Along,"Franklin Shepard, Inc.",And you know what?
Merrily We Roll Along,"Franklin Shepard, Inc.",No one does it better
Merrily We Roll Along,"Franklin Shepard, Inc.","Still, the telephones blink"
Merrily We Roll Along,"Franklin Shepard, Inc.",And the buzzers buzz
Merrily We Roll Along,"Franklin Shepard, Inc.",And I really don't know what he does
Merrily We Roll Along,"Franklin Shepard, Inc.",But he makes a ton of money
Merrily We Roll Along,"Franklin Shepard, Inc.",And a lot of it for me—
Merrily We Roll Along,"Franklin Shepard, Inc.",Right
Merrily We Roll Along,"Franklin Shepard, Inc.","So I think ""Okay"""
Merrily We Roll Along,"Franklin Shepard, Inc.",And I start a play
Merrily We Roll Along,"Franklin Shepard, Inc.",But he somehow knows
Merrily We Roll Along,"Franklin Shepard, Inc.",Cause right away
Merrily We Roll Along,"Franklin Shepard, Inc.",It's drrrring!
Merrily We Roll Along,"Franklin Shepard, Inc.","""Hiya, buddy"
Merrily We Roll Along,"Franklin Shepard, Inc.",Wanna write a show?
Merrily We Roll Along,"Franklin Shepard, Inc.",I got a great idea
Merrily We Roll Along,"Franklin Shepard, Inc.",We’ll own all the rights
Merrily We Roll Along,"Franklin Shepard, Inc.",With a two-week out
Merrily We Roll Along,"Franklin Shepard, Inc.",And a turnaround
Merrily We Roll Along,"Franklin Shepard, Inc.",On the guarantee
Merrily We Roll Along,"Franklin Shepard, Inc.",Plus a gross percent
Merrily We Roll Along,"Franklin Shepard, Inc.","Of the billing clause—"""
Merrily We Roll Along,"Franklin Shepard, Inc.",And there I am in California
Merrily We Roll Along,"Franklin Shepard, Inc.",Talking deals and turning pink
Merrily We Roll Along,"Franklin Shepard, Inc.",Back in business and I mean just that
Merrily We Roll Along,"Franklin Shepard, Inc.","Back with Franklin Shepard, Inc."
Merrily We Roll Along,"Franklin Shepard, Inc.",Very sneaky how it happens
Merrily We Roll Along,"Franklin Shepard, Inc.",Much more sneaky than you think
Merrily We Roll Along,"Franklin Shepard, Inc.",Start with nothing but a song to sing
Merrily We Roll Along,"Franklin Shepard, Inc.","Next, you're Franklin Shepard—"
Merrily We Roll Along,"Franklin Shepard, Inc.","Oh wait a second, wait one second"
Merrily We Roll Along,"Franklin Shepard, Inc.",I am getting in too deep here
Merrily We Roll Along,"Franklin Shepard, Inc.","Franklin, let me ask you..."
Merrily We Roll Along,"Franklin Shepard, Inc.","See, Frank and I are not that kind of close"
Merrily We Roll Along,"Franklin Shepard, Inc.",Not like we used to be
Merrily We Roll Along,"Franklin Shepard, Inc.","Now, Frank..."
Merrily We Roll Along,"Franklin Shepard, Inc.",And friendship is like a garden
Merrily We Roll Along,"Franklin Shepard, Inc.",You have to water it and tend it and care about it
