Musical,Song,Text
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,Off I say!
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,Then how would ya like to split me muff?
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,"Mister, we'll go jig-jig!"
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,A little...
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,Off I said!
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,To the devil with you!
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,"Alms, alms for a pitiful woman!"
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,"Pardon me, sir, but there's no need to fear the likes of her,"
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,she's only a half-crazed beggar woman...
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,London's full of them.
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,"I beg your indulgence, boy, my mind is far from easy."
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,For in the once familiar streets I feel a chill of ghostly shadows everywhere.
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,Forgive me.
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,There is nothing to forgive.
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,"Farewell, Antony."
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,"Mr. Todd, before we part..."
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,What is it?
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,I have honored my promise never to question you.
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,"Whatever brought you to that sorry shipwreck is your affair and yet, over"
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,"many weeks of our voyage home,"
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,"I've come to think of you as a friend,"
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,"and if trouble lies ahead for you in London, if you"
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,need any help...or money.
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,No!
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,There's a hole in the world like a great black pit
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,and the vermin of the world inhabit it
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,and its morals aren't worth what a pig could spit
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,and it goes by the name of London.
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,At the top of the hole sit the privileged few
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,Making mock of the vermin in the lonely zoo
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,turning beauty to filth and greed...
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,"I too have sailed the world and seen its wonders,"
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,for the cruelty of men is as wondrous as Peru
Sweeney Todd: The Demon Barber of Fleet Street,No Place Like London,but there's no place like London!
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,There was a barber and his wife
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,and she was beautiful...
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,a foolish barber and his wife.
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,She was his reason and his life...
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,"and she was beautiful, and she was virtuous."
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,And he was naive.
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,There was another man who saw
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,that she was beautiful...
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,A pious vulture of the law
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,"who, with a gesture of his claw"
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,removed the barber from his plate!
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,And there was nothing but to wait!
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,And she would fall!
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,So soft!
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,So young!
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,So lost and oh so beautiful!
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,"The lady, sir...did she succumb?"
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,"Ah, that was many years ago..."
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,I doubt if anyone would know.
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,"Now leave me, Antony."
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,"There is somewhere I must go,"
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,something i must find out.
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,"Now, and alone."
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,But surely we will meet again before I am off to Plymouth?
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,If you want you may well find me around Fleet Street. I wouldn't wander.
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,There's a hole in the world like a great black pit
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,and it's filled with people who are filled with shit!
Sweeney Todd: The Demon Barber of Fleet Street,The Barber and His Wife,And the vermin of the world inhabit it!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,A customer!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Wait!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,What's your rush? What's your hurry?
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,You gave me such a --
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"Fright, I thought you was a ghost!"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"Half a minute, can'tcher sit!"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"Sit you down, sit!"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,All I meant is that I haven't seen a customer for weeks!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"Did you come here for a pie, sir?"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Do forgive me if me head's a little vague --
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Ugh! What is that?
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,But you think we had the plague!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,From the way that people
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Keep avoiding --
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,No you don't!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"Heaven knows I try, sir!"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Ick!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,But there's no one comes in even to inhale!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"Right you are, sir, would you like a drop of ale?"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"Mind you, I can't hardly blame them!"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,These are probably the worst pies in London!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"I know why nobody cares to take them,"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"I should know,"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"I make them,"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,But good? No!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"The worst pies in London,"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Even that's polite!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"The worst pies in London,"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"If you doubt it, take a bite!"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Is that just disgusting?
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,You have to concede it!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,It's nothing but crusting!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"Here, drink this, you'll need it!"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,The worst pies in London...
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,And no wonder with the price of meat
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,What it is
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,When you get it
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Never
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Thought I'd live to see the day
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Men'd think it was a treat
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Findin' poor
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Animals
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Wot are dyin' in the street!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Mrs. Mooney has a pie shop!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Does a business but I notice something weird.
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Lately all her neighbors' cats have disappeared!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Have to hand it to her --
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Wot I calls
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Enterprise
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Poppin' pussies into pies!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Wouldn't do in my shop!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Just the thought of it's enough to make you sick!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"And I'm tellin' you, them pussycats is quick!"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"No denying times is hard, sir"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Even harder than the worst pies in London!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Only lard and nothing more --
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"Is that just revolting,"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,All greasy and gritty?
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"It looks like it's molting,"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"And tastes like,"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"Well, pity"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"A woman alone,"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"With limited wind,"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,And the worst pies in London!
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,"Ah, sir, times is hard,"
Sweeney Todd: The Demon Barber of Fleet Street,The Worst Pies in London,Times is hard!
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"There was a barber and his wife,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,And he was beautiful
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"A proper artist with a knife,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,But they transported him for life.
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,And he was beautiful...
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Barker, his name was. Benjamin Barker."
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,What was his crime?
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Foolishness.
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"He had this wife, y'see,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Pretty little thing,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Silly little nit,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Had her chance for the moon on a string.
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Poor thing.
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Poor thing.
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"There were these two, y'see,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Wanted her like mad,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"One of 'em a judge, t'other one his beadle!"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Every day they'd nudge and they'd wheedle!
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,But she wouldn't budge from her needle!
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Too bad,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Pure thing.
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"So they merely shipped the poor blighter off south, they did,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Leavin' 'er with nothing but grief and a year-old kid!
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Did she use her head even then? Oh no, God forbid!"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Poor fool!
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Ah, but there was worse yet to come, poor thing..."
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Johanna... That was the baby's name, pretty little Johanna."
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Go on.
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"My, you do like a good story, don't you?"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Well, Beadle calls on her all polite,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Poor thing,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Poor thing!
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"The judge, he tells her, is all contrite,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"He blames himself for her dreadful plight,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"She must come straight to his house tonight,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Poor thing,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Poor thing!
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Of course when she goes there, poor thing, poor thing,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,They're 'avin' this ball all in masks!
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"There's no one she knows there, poor dear, poor thing!"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"She wanders tormented and drinks, poor thing!"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"The judge has repented, she thinks, poor thing!"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"Oh, where is Judge Turpin,' she asks..."
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"E was there alright,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Only not so contrite!
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"She wasn't no match for such craft, y'see,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,And everyone thought it so droll.
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"They figured she had to be daft, y'see,"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,"So all of them stood there and laughed, y'see!"
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Poor soul!
Sweeney Todd: The Demon Barber of Fleet Street,Poor Thing,Poor thing!
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"These are my friends,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,See how they glisten.
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"See this one shine,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"How he smiles in the light,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"My friends,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,My faithful friends...
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Speak to me, friend."
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Whisper, I'll listen."
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"I know, I know"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,You've been locked out of sight
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,All these years!
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Like me, my friend!"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Well, I've come home"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,To find you waiting!
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Home,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,And we're together...
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,And we'll do wonders...
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,Won't we...?
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"You there, my friend,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Come, let me hold you."
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Now, with a sigh,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,You grow warm
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,In my hand...
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"My friend,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,My clever friend...
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"I'm your friend too, Mr. Todd."
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"If you only knew, Mr. Todd."
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Ooh, Mr. Todd,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,You're warm
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,In my hand...
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,You've come home...
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Always had a fondness for you,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,I did.
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Rest now, my friends."
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,Soon I'll unfold you.
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,Soon you'll know splendors
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,You never have dreamed
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"All your days,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,My lucky friends.
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,Till now your shine
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,Was merely silver.
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Friends,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"You shall drip rubies,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,You'll soon drip precious
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,Rubies...
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Never you fear, Mr. Todd."
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,You can move in here
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,Mr. Todd. Splendors
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,You never have dreamed
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,All your days
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,Will be yours!
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"I'm your friend,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,And you're mine!
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,Don't they shine beautiful?
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,"Silver's good enough for me,"
Sweeney Todd: The Demon Barber of Fleet Street,My Friends,Mr. T...
Sweeney Todd: The Demon Barber of Fleet Street,The Ballad of Sweeney Todd (Reprise 1),Lift your razor high!
